GeneSet_Category	GeneSet_Sub_Category	GeneSet_Name
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IGARASHI_ATF4_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IGLESIAS_E2F_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IGLESIAS_E2F_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_EARLY_RECURRENCE
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IKEDA_MIR1_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IKEDA_MIR1_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IKEDA_MIR133_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IKEDA_MIR133_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IKEDA_MIR30_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IKEDA_MIR30_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IM_SREBF1A_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	INAMURA_LUNG_CANCER_SCC_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	INAMURA_LUNG_CANCER_SCC_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	INGA_TP53_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	INGRAM_SHH_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	INGRAM_SHH_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IRITANI_MAD1_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IRITANI_MAD1_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	ISHIDA_E2F_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	ISHIKAWA_STING_SIGNALING
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	ISSAEVA_MLL2_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	ITO_PTTG1_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	ITO_PTTG1_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOV_MUTATED_IN_COLON_CANCER
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_MATURE_CELL
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_STEM_CELL
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IVANOVSKA_MIR106B_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IWANAGA_CARCINOGENESIS_BY_KRAS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IWANAGA_CARCINOGENESIS_BY_KRAS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAATINEN_HEMATOPOIETIC_STEM_CELL_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JACKSON_DNMT1_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JACKSON_DNMT1_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAEGER_METASTASIS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAEGER_METASTASIS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAIN_NFKB_SIGNALING
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAZAG_TGFB1_SIGNALING_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAZAG_TGFB1_SIGNALING_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JEON_SMAD6_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JEON_SMAD6_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JEPSEN_SMRT_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JI_METASTASIS_REPRESSED_BY_STK11
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JI_RESPONSE_TO_FSH_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JI_RESPONSE_TO_FSH_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_AGING_CEREBRAL_CORTEX_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_AGING_CEREBRAL_CORTEX_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_AGING_HYPOTHALAMUS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_AGING_HYPOTHALAMUS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_CORE_DUPLICON_GENES
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_HYPOXIA_CANCER
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_HYPOXIA_NORMAL
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_HYPOXIA_VIA_VHL
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_TIP30_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_TIP30_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JIANG_VHL_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JISON_SICKLE_CELL_DISEASE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JISON_SICKLE_CELL_DISEASE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHNSTONE_PARVB_TARGETS_1_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHNSTONE_PARVB_TARGETS_1_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHNSTONE_PARVB_TARGETS_2_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHNSTONE_PARVB_TARGETS_2_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHNSTONE_PARVB_TARGETS_3_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOHNSTONE_PARVB_TARGETS_3_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JONES_TCOF1_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	JU_AGING_TERC_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAAB_FAILED_HEART_ATRIUM_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAAB_FAILED_HEART_ATRIUM_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAAB_FAILED_HEART_VENTRICLE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAAB_HEART_ATRIUM_VS_VENTRICLE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAAB_HEART_ATRIUM_VS_VENTRICLE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KALMA_E2F1_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAMIKUBO_MYELOID_CEBPA_NETWORK
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAMIKUBO_MYELOID_MN1_NETWORK
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAMMINGA_EZH2_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAMMINGA_SENESCENCE
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAN_RESPONSE_TO_ARSENIC_TRIOXIDE
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_AR_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_AR_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_CISPLATIN_RESISTANCE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_CISPLATIN_RESISTANCE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_DOXORUBICIN_RESISTANCE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_DOXORUBICIN_RESISTANCE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_FLUOROURACIL_RESISTANCE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_FLUOROURACIL_RESISTANCE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_GLIS3_TARGETS
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_IMMORTALIZED_BY_TERT_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANG_IMMORTALIZED_BY_TERT_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANNAN_TP53_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KANNAN_TP53_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAPOSI_LIVER_CANCER_MET_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAPOSI_LIVER_CANCER_MET_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KARAKAS_TGFB1_SIGNALING
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KARLSSON_TGFB1_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KARLSSON_TGFB1_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KASLER_HDAC7_TARGETS_1_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KASLER_HDAC7_TARGETS_1_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KASLER_HDAC7_TARGETS_2_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KASLER_HDAC7_TARGETS_2_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KATSANOU_ELAVL1_TARGETS_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KATSANOU_ELAVL1_TARGETS_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAUFFMANN_DNA_REPAIR_GENES
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAUFFMANN_DNA_REPLICATION_GENES
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAUFFMANN_MELANOMA_RELAPSE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAUFFMANN_MELANOMA_RELAPSE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAYO_AGING_MUSCLE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAYO_AGING_MUSCLE_UP
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAYO_CALORIE_RESTRICTION_MUSCLE_DN
C2: Curated Gene Sets	CPG: Chemical and Genetic Perturbations	KAYO_CALORIE_RESTRICTION_MUSCLE_UP
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ABC_TRANSPORTERS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ACUTE_MYELOID_LEUKEMIA
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ADHERENS_JUNCTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ALLOGRAFT_REJECTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ALZHEIMERS_DISEASE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_APOPTOSIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ARACHIDONIC_ACID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ARGININE_AND_PROLINE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ASTHMA
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_AUTOIMMUNE_THYROID_DISEASE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_AXON_GUIDANCE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BASAL_CELL_CARCINOMA
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BASAL_TRANSCRIPTION_FACTORS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BASE_EXCISION_REPAIR
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BETA_ALANINE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BLADDER_CANCER
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_BUTANOATE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CALCIUM_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CARDIAC_MUSCLE_CONTRACTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CELL_ADHESION_MOLECULES_CAMS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CELL_CYCLE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CHEMOKINE_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CHRONIC_MYELOID_LEUKEMIA
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CIRCADIAN_RHYTHM_MAMMAL
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CITRATE_CYCLE_TCA_CYCLE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_COLORECTAL_CANCER
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_DILATED_CARDIOMYOPATHY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_DNA_REPLICATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_DORSO_VENTRAL_AXIS_FORMATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ECM_RECEPTOR_INTERACTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ENDOCYTOSIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ENDOMETRIAL_CANCER
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ERBB_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_ETHER_LIPID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_FATTY_ACID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_FOCAL_ADHESION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_FOLATE_BIOSYNTHESIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GALACTOSE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GAP_JUNCTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLIOMA
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLUTATHIONE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCEROLIPID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOLYSIS_GLUCONEOGENESIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GNRH_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_GRAFT_VERSUS_HOST_DISEASE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_HEDGEHOG_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_HEMATOPOIETIC_CELL_LINEAGE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_HISTIDINE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_HOMOLOGOUS_RECOMBINATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_HUNTINGTONS_DISEASE
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_INOSITOL_PHOSPHATE_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_INSULIN_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_JAK_STAT_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LEISHMANIA_INFECTION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LIMONENE_AND_PINENE_DEGRADATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LINOLEIC_ACID_METABOLISM
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LONG_TERM_DEPRESSION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LONG_TERM_POTENTIATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LYSINE_DEGRADATION
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_LYSOSOME
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_MAPK_SIGNALING_PATHWAY
C2: Curated Gene Sets	CP: Canonical Pathway	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
