GeneSet_Category	GeneSet_Sub_Category	GeneSet_Name
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3193
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3194.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3194.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3196
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3197
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3198
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3199
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR32.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR32.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3200.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3200.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3201
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3202
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR320A.3P.MIR320B.MIR320C.MIR320D
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR320A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR320E
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR323A.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR323A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR323B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR323B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR324.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR324.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR325
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR326
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR328.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR328.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR329.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR329.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR330.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR330.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR331.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR331.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR335.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR335.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR337.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR338.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR338.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR339.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR339.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR33A.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR33A.5P.MIR33B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR33B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR340.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR340.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR342.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR342.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR345.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR345.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR346
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR34A.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR34A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR34B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR34B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR34C.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR34C.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3529.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3529.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3605.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3606.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3606.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3609
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR361.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR361.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3611
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3612
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3613.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3614.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3614.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3615
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3616.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3616.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3617.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3617.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3618
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3619.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3619.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR362.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR362.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3620.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3620.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3622A.3P.MIR3622B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3622A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3622B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR363.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR363.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3646
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3649
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3650
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3651
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3652
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3654
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3657
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3658
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3659
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR365A.3P.MIR365B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR365A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR365B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3660
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3661
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3662
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3663.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3663.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3664.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3664.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3665
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3666
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3667.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3667.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3668
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR367.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR367.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3670
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3671
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3672
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3674
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3675.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3675.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3677.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3677.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3678.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3678.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3679.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3679.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3680.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3680.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3681.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3681.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3682.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3682.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3683
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3684
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3685
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3686
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3688.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3688.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3689A.3P.MIR3689B.3P.MIR3689C
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3689A.5P.MIR3689B.5P.MIR3689E.MIR3689F
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3689D
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR369.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3690
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3691.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3691.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3692.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3692.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR370.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR370.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3714
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR371A.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR371A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR371B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR371B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR372.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR372.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR373.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR373.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR374A.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR374A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR374B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR374B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR374C.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR374C.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR375.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR376A.2.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR376A.3P.MIR376B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR376A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR376B.5P.MIR376C.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR376C.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR377.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR377.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378A.3P.MIR378C.MIR378D.MIR378I
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378B
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378E
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378F
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378G
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378H
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR378J
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR379.3P.MIR411.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR379.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR380.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR380.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR381.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR381.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR382.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR382.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR383.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR383.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR384
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3907
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3908
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3909
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3910
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3911
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3912.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3912.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3913.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3913.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3914
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3915
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3916
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3918
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3919
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3920
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3921
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3922.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3922.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3923
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3924
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3925.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3925.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3926
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3927.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3927.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3928.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3928.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3929
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3934.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3934.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3935
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3936
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3938
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3940.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3941
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3942.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3942.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3943
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3944.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3945
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3960.MIR8072
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3972
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3973
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3974
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3975
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3976
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3977
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR3978
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR409.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR409.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR410.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR410.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR411.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR412.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR412.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR421
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR422A
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR423.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR424.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR424.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR425.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4251
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4252
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4253
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4254
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4255
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4256
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4257
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4258
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4259
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4260
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4261
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4262
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4263
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4264
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4265
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4266
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4267
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4268
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4269
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4270
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4271
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4272
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4273
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4274
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4275
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4276
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4277
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4278
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4279
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4280
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4281
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4283
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4284
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4286
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4287
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4288
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4289
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR429
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4290
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4291
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4292
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4293
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4294
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4295
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4296
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4297
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4298
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4299
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4300
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4301
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4302
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4303
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4305
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4306
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4307
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4308
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4309
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR431.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4310
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4311
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4312
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4313
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4314
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4315
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4316
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4317
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4318
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4319
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR432.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR432.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4320
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4321
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4322
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4323
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4324
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4325
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4326
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4327
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4328
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4329
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR433.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR433.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4330
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4418
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4420
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4421
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4422
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4423.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4423.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4424
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4425
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4426
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4427
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4428
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4429
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4430
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4432
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4433A.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4433A.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4433B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4433B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4434
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4435
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4436A
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4436B.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4436B.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4437
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4438
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4439
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4440
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4441
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4442
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4443
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4444
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4445.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4445.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4446.3P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4446.5P
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4447
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4448
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4450
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4451
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4452
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4453
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4455
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4456
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4457
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4458
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4460
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4462
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4463
C3: Regulatory Target Gene Sets	MIR: microRNA Targets	MIR4464
